period,variable,value
24,MC_5,-0.010663913731549141
25,MC_5,-0.01071306706491825
26,MC_5,-0.010749844278772559
27,MC_5,-0.010775879441539803
28,MC_5,-0.010792583401828865
29,MC_5,-0.010801174064036191
30,MC_5,-0.010802703411687218
31,MC_5,-0.010798081142578391
32,MC_5,-0.01078809507491665
33,MC_5,-0.01077342862297213
34,MC_5,-0.01075467569051963
35,MC_5,-0.010732353331020468
36,MC_5,-0.010706912499296355
37,MC_5,-0.010678747184469898
38,MC_5,-0.010648202176100938
39,MC_5,-0.010615579678921702
40,MC_5,-0.01058114495836681
1,L_5,0.07015654756875314
2,L_5,0.04614837816583027
3,L_5,0.03936134785298753
4,L_5,0.03653066654932665
5,L_5,0.03466311233083929
6,L_5,0.032814394911843625
7,L_5,0.03079706212027858
8,L_5,0.02866377897685895
9,L_5,0.02651434874172811
10,L_5,0.024433129877572415
11,L_5,0.022475766740204933
12,L_5,0.020672343330393073
13,L_5,0.019034364095446257
14,L_5,0.017561254346318285
15,L_5,0.016245285307733674
16,L_5,0.015074954823428025
17,L_5,0.014037163025117044
18,L_5,0.013118537448291119
19,L_5,0.01230619186566685
20,L_5,0.01158812348164103
21,L_5,0.010953387396604244
22,L_5,0.010392139106716422
23,L_5,0.009895602666998803
24,L_5,0.009456000186169669
25,L_5,0.009066464148381963
26,L_5,0.008720945097125028
27,L_5,0.008414121657673275
28,L_5,0.008141316492470314
29,L_5,0.007898419773718652
30,L_5,0.007681820599570325
31,L_5,0.007488346143982057
32,L_5,0.007315208007554715
33,L_5,0.007159955098217292
34,L_5,0.007020432337001779
35,L_5,0.00689474450725372
36,L_5,0.006781224616785447
37,L_5,0.006678406205058848
38,L_5,0.00658499909214853
39,L_5,0.006499868128043354
40,L_5,0.006422014557440018
1,Y_6,0.11887057851773032
2,Y_6,0.019212648467970043
3,Y_6,-0.008457661772341203
4,Y_6,-0.011663355814355836
5,Y_6,-0.008073495475993125
6,Y_6,-0.003866188842731036
7,Y_6,-0.0007679378304169102
8,Y_6,0.0010662206745192546
9,Y_6,0.001929389101696223
10,Y_6,0.002161506415388076
11,Y_6,0.002031687548087634
12,Y_6,0.0017232225593649413
13,Y_6,0.001349614397093116
14,Y_6,0.0009753848312144902
15,Y_6,0.0006334557054051217
16,Y_6,0.0003376313066322931
17,Y_6,9.086640281989657e-5
18,Y_6,-0.00010955310539105318
19,Y_6,-0.0002689146703520896
20,Y_6,-0.00039332043614542615
21,Y_6,-0.0004887519432830879
22,Y_6,-0.0005606234151472405
23,Y_6,-0.000613613224809854
24,Y_6,-0.0006516453307326326
25,Y_6,-0.0006779448934749009
26,Y_6,-0.0006951248124551388
27,Y_6,-0.0007052796087860728
28,Y_6,-0.0007100746938582263
29,Y_6,-0.0007108257100520954
30,Y_6,-0.0007085662834007564
31,Y_6,-0.0007041044173055195
32,Y_6,-0.0006980686334296901
33,Y_6,-0.0006909452825476334
34,Y_6,-0.0006831084706851173
35,Y_6,-0.0006748439275150959
36,Y_6,-0.0006663679699644429
37,Y_6,-0.000657842529632026
38,Y_6,-0.0006493870401482988
39,Y_6,-0.000641087829340661
40,Y_6,-0.0006330055334099012
1,PH_6,-0.03057629406798784
2,PH_6,-0.041965536175935826
3,PH_6,-0.042276078713573924
4,PH_6,-0.038591085870217694
5,PH_6,-0.03401080252334335
6,PH_6,-0.029767236744025753
7,PH_6,-0.02625978660026266
8,PH_6,-0.023533295696109475
9,PH_6,-0.02149668467896734
10,PH_6,-0.02002047479942159
11,PH_6,-0.01897786987546518
12,PH_6,-0.0182598357173275
13,PH_6,-0.017778560084432935
14,PH_6,-0.017466073436813542
15,PH_6,-0.01727118199325161
16,PH_6,-0.017156125447710276
17,PH_6,-0.017093540933845602
18,PH_6,-0.01706392466571652
19,PH_6,-0.017053607104344302
20,PH_6,-0.01705318594107449
21,PH_6,-0.017056339051078062
22,PH_6,-0.0170589397950275
23,PH_6,-0.017058406309982666
24,PH_6,-0.017053228322388522
25,PH_6,-0.017042626617077034
26,PH_6,-0.017026310432629775
27,PH_6,-0.017004306402472743
28,PH_6,-0.016976839290274607
29,PH_6,-0.01694424990191791
30,PH_6,-0.016906939460093983
31,PH_6,-0.016865332654871692
32,PH_6,-0.01681985375421711
33,PH_6,-0.016770911753079917
34,PH_6,-0.016718891701818443
35,PH_6,-0.0166641501957015
36,PH_6,-0.01660701361180696
37,PH_6,-0.01654777811158501
38,PH_6,-0.01648671073407978
39,PH_6,-0.0164240511212482
40,PH_6,-0.01636001356854201
1,MC_6,0.07364162588740047
2,MC_6,-0.007697171206568017
3,MC_6,-0.032024437043456803
4,MC_6,-0.035253540174056706
5,MC_6,-0.031972299104446794
6,MC_6,-0.027611706107783126
7,MC_6,-0.02391259061123369
8,MC_6,-0.021220472745963007
9,MC_6,-0.01941765398098744
10,MC_6,-0.01828071402940937
11,MC_6,-0.01760293589014006
12,MC_6,-0.017225398064920808
13,MC_6,-0.01703593002794449
14,MC_6,-0.016959200345856924
15,MC_6,-0.016946321035233313
16,MC_6,-0.016966438389039242
17,MC_6,-0.01700060551808348
18,MC_6,-0.017037556098359236
19,MC_6,-0.017070884586748606
20,MC_6,-0.017097206167902564
21,MC_6,-0.01711497557009788
22,MC_6,-0.017123739059219305
23,MC_6,-0.01712366677995414
24,MC_6,-0.017115264382622793
25,MC_6,-0.017099198165012867
26,MC_6,-0.017076191413334933
27,MC_6,-0.017046964957644777
28,MC_6,-0.01701220486339623
29,MC_6,-0.01697254652755617
30,MC_6,-0.016928568486575
31,MC_6,-0.016880791798670927
32,MC_6,-0.016829682470332386
33,MC_6,-0.016775655402188436
34,MC_6,-0.016719078953768073
35,MC_6,-0.016660279611232818
36,MC_6,-0.016599546476477028
37,MC_6,-0.01653713543667047
38,MC_6,-0.016473272956053327
39,MC_6,-0.01640815947896822
40,MC_6,-0.016341972458713862
1,L_6,0.05086551238736939
2,L_6,0.02414056818396359
3,L_6,0.015217292526117147
4,L_6,0.012195471814932083
5,L_6,0.011040043765242114
6,L_6,0.010364552719977459
7,L_6,0.009772458040097378
8,L_6,0.009199116811023884
9,L_6,0.00866680106931636
10,L_6,0.00820376355413693
11,L_6,0.007824366997622827
12,L_6,0.0075292708276628205
13,L_6,0.007310370382856284
14,L_6,0.007155453058833572
15,L_6,0.007051387370450421
16,L_6,0.006985937455927872
17,L_6,0.006948600116407873
18,L_6,0.006930840252462101
19,L_6,0.006925999246106089
20,L_6,0.006929052951414485
21,L_6,0.006936322829758191
22,L_6,0.006945195272138866
23,L_6,0.006953874449575592
24,L_6,0.0069611770825347445
25,L_6,0.006966368616740502
26,L_6,0.006969036180698479
27,L_6,0.006968992280152917
28,L_6,0.006966203169416223
29,L_6,0.006960736475701289
30,L_6,0.0069527235210715445
31,L_6,0.006942332669366162
32,L_6,0.006929750820873528
33,L_6,0.0069151708484442844
34,L_6,0.006898783311446111
35,L_6,0.006880771210423442
36,L_6,0.006861306873355225
37,L_6,0.006840550312587187
38,L_6,0.006818648576802962
39,L_6,0.006795735759196677
40,L_6,0.006771933423032759
1,Y_7,0.3575695614203201
2,Y_7,0.10914024127515616
3,Y_7,0.02283750024675619
4,Y_7,-0.0011930425480349434
5,Y_7,-0.0035783700896463255
6,Y_7,-4.586865215552263e-5
7,Y_7,0.003882610764850853
8,Y_7,0.006669127719012495
9,Y_7,0.008195698045291936
10,Y_7,0.008754346924109415
11,Y_7,0.008681027394598511
12,Y_7,0.008245449857592256
13,Y_7,0.007635251421165185
14,Y_7,0.006969730699121301
15,Y_7,0.006318883306261301
16,Y_7,0.0057198457549810745
17,Y_7,0.0051890804038133955
18,Y_7,0.0047307268961105505
19,Y_7,0.004342045787251909
20,Y_7,0.004016829134861882
21,Y_7,0.0037474570156287674
22,Y_7,0.0035260824780974707
23,Y_7,0.0033452711994463274
24,Y_7,0.003198309411233259
25,Y_7,0.0030793165339164695
26,Y_7,0.0029832478811046424
27,Y_7,0.002905839726970785
28,Y_7,0.0028435279998001795
29,Y_7,0.002793358698864444
30,Y_7,0.002752900020866127
31,Y_7,0.0027201612772934595
32,Y_7,0.0026935207881579313
33,Y_7,0.0026716632850868356
34,Y_7,0.00265352646275766
35,Y_7,0.0026382558780246286
36,Y_7,0.0026251672218459816
37,Y_7,0.002613714964210851
38,Y_7,0.0026034664264017898
39,Y_7,0.0025940804263603966
40,Y_7,0.0025852897475120576
1,PH_7,-0.04094742459108747
2,PH_7,-0.05359827230360964
3,PH_7,-0.05250990119223048
4,PH_7,-0.04696539739539865
5,PH_7,-0.04067784124104327
6,PH_7,-0.03496814598491445
7,PH_7,-0.03018983427975995
8,PH_7,-0.026332452235184507
9,PH_7,-0.023269529875284557
10,PH_7,-0.02085508579675949
11,PH_7,-0.01895720182600614
12,PH_7,-0.01746656169901305
13,PH_7,-0.01629582633749725
14,PH_7,-0.015376257333519704
15,PH_7,-0.014654012711219373
16,PH_7,-0.014086910139816144
17,PH_7,-0.013641822960482103
18,PH_7,-0.013292656265891854
19,PH_7,-0.013018793984195589
