period,variable,value
27,Y_10,0.011613810254261062
28,Y_10,0.011348158285863942
29,Y_10,0.0111260770202873
30,Y_10,0.010939612118156142
31,Y_10,0.010782165745820419
32,Y_10,0.010648290820292753
33,Y_10,0.010533507085849452
34,Y_10,0.010434140840801296
35,Y_10,0.010347187669253858
36,Y_10,0.01027019629622971
37,Y_10,0.010201171170278482
38,Y_10,0.01013849127334981
39,Y_10,0.010080842772924868
40,Y_10,0.010027163352437345
1,PH_10,-0.08392746391044854
2,PH_10,-0.12016273873457109
3,PH_10,-0.12476899053861108
4,PH_10,-0.11661528188860083
5,PH_10,-0.10434546004288119
6,PH_10,-0.09169648570690656
7,PH_10,-0.08015886268755269
8,PH_10,-0.07020906045640773
9,PH_10,-0.06188135104083738
10,PH_10,-0.05503223227744851
11,PH_10,-0.049461060870866956
12,PH_10,-0.04496325163237761
13,PH_10,-0.041351933424757244
14,PH_10,-0.038465037021700364
15,PH_10,-0.036165872367006385
16,PH_10,-0.03434101281286865
17,PH_10,-0.03289727344490744
18,PH_10,-0.03175859401648145
19,PH_10,-0.030863167929293146
20,PH_10,-0.03016093596062878
21,PH_10,-0.029611460851565494
22,PH_10,-0.029182154818529694
23,PH_10,-0.028846816194029786
24,PH_10,-0.028584428731618507
25,PH_10,-0.028378180209510537
26,PH_10,-0.02821466221482548
27,PH_10,-0.02808321866764773
28,PH_10,-0.0279754159856378
29,PH_10,-0.027884612502003307
30,PH_10,-0.02780560876513759
31,PH_10,-0.02773436370259043
32,PH_10,-0.027667764401090214
33,PH_10,-0.027603439524133633
34,PH_10,-0.027539608241601714
35,PH_10,-0.027474958055144653
36,PH_10,-0.027408546131170233
37,PH_10,-0.02733971975227549
38,PH_10,-0.02726805231075529
39,PH_10,-0.027193291929400377
40,PH_10,-0.02711532033359859
1,MC_10,0.3638166748753088
2,MC_10,-0.0012180422622091124
3,MC_10,-0.10876587199744571
4,MC_10,-0.1197900157570926
5,MC_10,-0.10134904548790148
6,MC_10,-0.07854902833630822
7,MC_10,-0.05944094756889306
8,MC_10,-0.045566293115021216
9,MC_10,-0.03628564249905738
10,MC_10,-0.03045980772914438
11,MC_10,-0.027034730683775217
12,MC_10,-0.0251939311581609
13,MC_10,-0.024355573606086707
14,MC_10,-0.024124974791488243
15,MC_10,-0.02424348353661515
16,MC_10,-0.024546361466010726
17,MC_10,-0.024931590345960437
18,MC_10,-0.025338033725558366
19,MC_10,-0.02573066379235946
20,MC_10,-0.02609079941748676
21,MC_10,-0.02640976962687765
22,MC_10,-0.026684862759519805
23,MC_10,-0.02691677473984547
24,MC_10,-0.027108027364030635
25,MC_10,-0.02726200689591679
26,MC_10,-0.027382394834647612
27,MC_10,-0.02747284358364075
28,MC_10,-0.02753680283835316
29,MC_10,-0.027577437009775385
